26/02,29/02,03/03,06/03,10/03,11/03,12/03,13/03,14/03,15/03,16/03,17/03,18/03,19/03,20/03,21/03,22/03,23/03,24/03,25/03,26/03,27/03,28/03,29/03,30/03,31/03,01/04,02/04,03/04,04/04,05/04/,06/04,07/04,08/04,09/04,10/04,11/04,12/04,13/04,14/04,15/04,16/04,17/04,18/04,19/04,20/04,21/04,22/04,23/04,24/04,25/04,26/04,27/04,28/04,29/04,30/04,01/05,02/05,03/05
2,2,1,1,10,9,1,1,7,25,134,62,58,154,34,151,138,103,107,63,140,211,118,99,240,174,252,159,258,172,407,577,210,243,281,186,254,336,342,269,543,488,463,514,427,796,555,742,642,785,783,605,751,806,942,990,1297,989,1083
