26/02,29/02,03/03,06/03,10/03,11/03,12/03,13/03,14/03,15/03,16/03,17/03,18/03,19/03,20/03,21/03,22/03,23/03,24/03,25/03,26/03,27/03,28/03,29/03,30/03,31/03,01/04,02/04,03/04,04/04,05/04/,06/04,07/04,08/04,09/04,10/04,11/04,12/04,13/04,14/04,15/04,16/04,17/04,18/04,19/04,20/04,21/04,22/04,23/04,24/04,25/04,26/04,27/04,28/04,29/04,30/04,01/05,02/05,03/05,04/05,05/05,06/05,07/05,08/05,09/05,10/05,11/05,12/05,13/05,14/05,15/05,16/05,17/05,18/05,19/05,20/05,21/05,22/05,23/05,24/05,25/05,26/05,27/05,28/05,29/05,30/05,31/05,01/06,02/06,03/06,04/06,05/06,06/06,07/06,08/06,09/06,10/06,11/06,12/06,13/06,14/06,15/06,16/06,17/06
2,4,5,6,16,19,20,21,28,53,187,249,307,461,495,646,784,887,994,1057,1197,1408,1526,1625,1865,2039,2291,2450,2708,2880,3287,3864,4074,4317,4598,4784,5038,5374,5716,5985,6528,7016,7479,7993,8420,9216,9771,10513,11155,11940,12723,13328,14079,14885,15827,16817,18114,19103,20186,21501,22550,24075,25837,27474,29465,30941,32081,34336,35788,37218,38799,40151,42125,43966,45898,48091,50694,52437,54601,56349,57705,59151,61392,64028,66457,69496,72460,76332,80576,84353,89249,93983,98943,103671,108317,113702,119536,125933,132405,139230,144478,148921,154760,160118
